suite,benchmark,defect,control,method,seed,level,performance,loss,initial_loss,frame_recovered,reframe_cost,reframed,fde,candidates
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,16,L4,0.5238369359668054,2.4653983147082217,2.4653983147082217,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,16,L4,0.523584951408941,2.4678901432841265,2.4653983147082217,0.0,1.0,1.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,16,L4,0.9228324031203518,0.22679822357156243,2.4653983147082217,1.0,1.0,1.0,0.1994977335767732,7
symbolic,symbolic_generation,generated_variable,False,Oracle,16,L4,0.9228324031203518,0.22679822357156243,2.4653983147082217,1.0,1.0,1.0,0.1994977335767732,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,17,L4,0.5251828659459443,3.889069762348801,3.889069762348801,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,17,L4,0.5254704085437961,3.884587747620737,3.889069762348801,0.0,1.0,1.0,0.0001437712989258988,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,17,L4,0.9635378773750283,0.1627807539406182,3.889069762348801,1.0,1.0,1.0,0.21917750571454198,7
symbolic,symbolic_generation,generated_variable,False,Oracle,17,L4,0.9635378773750283,0.1627807539406182,3.889069762348801,1.0,1.0,1.0,0.21917750571454198,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,18,L4,0.5057810610400059,1.9009517120081503,1.9009517120081503,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,18,L4,0.5058963903954253,1.900074852561493,1.9009517120081503,0.0,1.0,1.0,5.766467770973449e-05,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,18,L4,0.9064705969913086,0.2007283455182987,1.9009517120081503,1.0,1.0,1.0,0.20034476797565137,7
symbolic,symbolic_generation,generated_variable,False,Oracle,18,L4,0.9064705969913086,0.2007283455182987,1.9009517120081503,1.0,1.0,1.0,0.20034476797565137,7
symbolic,symbolic_generation,generated_variable,False,Fixed-Frame,19,L4,0.5083983055968985,3.685409101786656,3.685409101786656,0.0,0.0,0.0,0.0,7
symbolic,symbolic_generation,generated_variable,False,Raw-Feature-Search,19,L4,0.5084658402443449,3.6844133818826843,3.685409101786656,0.0,1.0,1.0,3.376732372323277e-05,7
symbolic,symbolic_generation,generated_variable,False,EIC-Symbolic,19,L4,0.9616373536873621,0.1520455313272249,3.685409101786656,1.0,1.0,1.0,0.22661952404523183,7
symbolic,symbolic_generation,generated_variable,False,Oracle,19,L4,0.9616373536873621,0.1520455313272249,3.685409101786656,1.0,1.0,1.0,0.22661952404523183,7
