suite,benchmark,defect,control,method,seed,level,performance,loss,initial_loss,frame_recovered,reframe_cost,reframed,fde,candidates,auc,selected_feature
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Fixed-Frame,16,real,0.7968288269188434,0.25497467739310287,0.25497467739310287,0.0,0.0,0.0,0.0,29,0.967789598108747,none
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Flat-Search,16,real,0.8928158518547935,0.12005179782878533,0.25497467739310287,1.0,1.0,1.0,0.047993512467975064,29,0.9934988179669031,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,MDL-Flat,16,real,0.8928158518547935,0.12005179782878533,0.25497467739310287,1.0,1.0,1.0,0.047993512467975064,29,0.9934988179669031,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,EIC-Greedy,16,real,0.8928158518547935,0.12005179782878533,0.25497467739310287,1.0,1.0,1.0,0.047993512467975064,29,0.9934988179669031,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Oracle,16,real,0.8928158518547935,0.12005179782878533,0.25497467739310287,1.0,1.0,1.0,0.047993512467975064,29,0.9934988179669031,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Fixed-Frame,17,real,0.791595655847279,0.2632712074823817,0.2632712074823817,0.0,0.0,0.0,0.0,29,0.9518454440599771,none
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Flat-Search,17,real,0.847125710519323,0.18046234175439996,0.2632712074823817,1.0,1.0,1.0,0.027765027336021986,29,0.9760668973471742,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,MDL-Flat,17,real,0.847125710519323,0.18046234175439996,0.2632712074823817,1.0,1.0,1.0,0.027765027336021986,29,0.9760668973471742,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,EIC-Greedy,17,real,0.847125710519323,0.18046234175439996,0.2632712074823817,1.0,1.0,1.0,0.027765027336021986,29,0.9760668973471742,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Oracle,17,real,0.847125710519323,0.18046234175439996,0.2632712074823817,1.0,1.0,1.0,0.027765027336021986,29,0.9760668973471742,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Fixed-Frame,18,real,0.7558405441057349,0.3230303769734131,0.3230303769734131,0.0,0.0,0.0,0.0,29,0.9285285285285285,none
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Flat-Search,18,real,0.8690159224380876,0.15072690175161244,0.3230303769734131,1.0,1.0,1.0,0.05658768916617635,29,0.9816816816816816,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,MDL-Flat,18,real,0.8690159224380876,0.15072690175161244,0.3230303769734131,1.0,1.0,1.0,0.05658768916617635,29,0.9816816816816816,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,EIC-Greedy,18,real,0.8690159224380876,0.15072690175161244,0.3230303769734131,1.0,1.0,1.0,0.05658768916617635,29,0.9816816816816816,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Oracle,18,real,0.8690159224380876,0.15072690175161244,0.3230303769734131,1.0,1.0,1.0,0.05658768916617635,29,0.9816816816816816,worst concave points
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Fixed-Frame,19,real,0.7834778964788738,0.2763601940708542,0.2763601940708542,0.0,0.0,0.0,0.0,29,0.9310575635876841,none
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Flat-Search,19,real,0.8928356791774094,0.12002692468710882,0.2763601940708542,1.0,1.0,1.0,0.05467889134926779,29,0.9956492637215529,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,MDL-Flat,19,real,0.8928356791774094,0.12002692468710882,0.2763601940708542,1.0,1.0,1.0,0.05467889134926779,29,0.9956492637215529,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,EIC-Greedy,19,real,0.8928356791774094,0.12002692468710882,0.2763601940708542,1.0,1.0,1.0,0.05467889134926779,29,0.9956492637215529,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Oracle,19,real,0.8928356791774094,0.12002692468710882,0.2763601940708542,1.0,1.0,1.0,0.05467889134926779,29,0.9956492637215529,worst smoothness
realdata,breast_cancer_wisconsin,real_data_variable_addition,False,Fixed-Frame,20,real,0.817377163327311,0.22342542080486197,0.22342542080486197,0.0,0.0,0.0,0.0,29,0.9734042553191489,none
